date	inst	party	value
2008-05-28	Forsa	lin	14.0
2008-05-28	Forsa	son	5.0
2008-05-28	Forsa	fdp	12.0
2008-05-28	Forsa	rep	
2008-05-28	Forsa	pir	
2008-05-28	Forsa	spd	23.0
2008-05-27	Emnid	gru	10.0
2008-05-27	Emnid	cdu	34.0
2008-05-27	Emnid	afd	
2008-05-27	Emnid	lin	14.0
2008-05-27	Emnid	son	5.0
2008-05-27	Emnid	fdp	11.0
2008-05-27	Emnid	rep	
2008-05-27	Emnid	pir	
2008-05-27	Emnid	spd	26.0
2008-05-22	GMS	gru	11.3
2008-05-22	GMS	cdu	36.2
2008-05-22	GMS	afd	
2008-05-22	GMS	lin	12.8
2008-05-22	GMS	son	2.1
2008-05-22	GMS	fdp	12.6
2008-05-22	GMS	rep	
2008-05-22	GMS	pir	
2008-05-22	GMS	spd	25.0
2008-05-21	Emnid	gru	10.0
2008-05-21	Emnid	cdu	34.0
2008-05-21	Emnid	afd	
2008-05-21	Emnid	lin	15.0
2008-05-21	Emnid	son	4.0
2008-05-21	Emnid	fdp	12.0
2008-05-21	Emnid	rep	
2008-05-21	Emnid	pir	
2008-05-21	Emnid	spd	25.0
2008-05-20	Forsa	gru	11.0
2008-05-20	Forsa	cdu	36.0
2008-05-20	Forsa	afd	
2008-05-20	Forsa	lin	13.0
2008-05-20	Forsa	son	5.0
2008-05-20	Forsa	fdp	12.0
2008-05-20	Forsa	rep	
2008-05-20	Forsa	pir	
2008-05-20	Forsa	spd	23.0
2008-05-20	Allensbach	gru	9.7
2008-05-20	Allensbach	cdu	35.2
2008-05-20	Allensbach	afd	
2008-05-20	Allensbach	lin	11.9
2008-05-20	Allensbach	son	3.7
2008-05-20	Allensbach	fdp	11.3
2008-05-20	Allensbach	rep	
2008-05-20	Allensbach	pir	
2008-05-20	Allensbach	spd	28.2
2008-05-16	Infratestdimap	gru	12.0
2008-05-16	Infratestdimap	cdu	36.0
2008-05-16	Infratestdimap	afd	
2008-05-16	Infratestdimap	lin	12.0
2008-05-16	Infratestdimap	son	4.0
2008-05-16	Infratestdimap	fdp	11.0
2008-05-16	Infratestdimap	rep	
2008-05-16	Infratestdimap	pir	
2008-05-16	Infratestdimap	spd	25.0
2008-05-14	Emnid	gru	11.0
2008-05-14	Emnid	cdu	35.0
2008-05-14	Emnid	afd	
2008-05-14	Emnid	lin	13.0
2008-05-14	Emnid	son	5.0
2008-05-14	Emnid	fdp	11.0
2008-05-14	Emnid	rep	
2008-05-14	Emnid	pir	
2008-05-14	Emnid	spd	25.0
2008-05-14	Forsa	gru	11.0
2008-05-14	Forsa	cdu	36.0
2008-05-14	Forsa	afd	
2008-05-14	Forsa	lin	12.0
2008-05-14	Forsa	son	5.0
2008-05-14	Forsa	fdp	12.0
2008-05-14	Forsa	rep	
2008-05-14	Forsa	pir	
2008-05-14	Forsa	spd	24.0
2008-05-09	FGW	gru	9.0
2008-05-09	FGW	cdu	42.0
2008-05-09	FGW	afd	
2008-05-09	FGW	lin	11.0
2008-05-09	FGW	son	
2008-05-09	FGW	fdp	7.0
2008-05-09	FGW	rep	
2008-05-09	FGW	pir	
2008-05-09	FGW	spd	28.0
2008-05-07	Forsa	gru	10.0
2008-05-07	Forsa	cdu	37.0
2008-05-07	Forsa	afd	
2008-05-07	Forsa	lin	14.0
2008-05-07	Forsa	son	5.0
2008-05-07	Forsa	fdp	11.0
2008-05-07	Forsa	rep	
2008-05-07	Forsa	pir	
2008-05-07	Forsa	spd	23.0
2008-05-06	Emnid	gru	10.0
2008-05-06	Emnid	cdu	35.0
2008-05-06	Emnid	afd	
2008-05-06	Emnid	lin	13.0
2008-05-06	Emnid	son	4.0
2008-05-06	Emnid	fdp	11.0
2008-05-06	Emnid	rep	
2008-05-06	Emnid	pir	
2008-05-06	Emnid	spd	27.0
2008-05-01	Infratestdimap	gru	10.0
2008-05-01	Infratestdimap	cdu	37.0
2008-05-01	Infratestdimap	afd	
2008-05-01	Infratestdimap	lin	12.0
2008-05-01	Infratestdimap	son	4.0
2008-05-01	Infratestdimap	fdp	10.0
2008-05-01	Infratestdimap	rep	
2008-05-01	Infratestdimap	pir	
2008-05-01	Infratestdimap	spd	27.0
2008-04-29	Emnid	gru	11.0
2008-04-29	Emnid	cdu	36.0
2008-04-29	Emnid	afd	
2008-04-29	Emnid	lin	13.0
2008-04-29	Emnid	son	3.0
2008-04-29	Emnid	fdp	10.0
2008-04-29	Emnid	rep	
2008-04-29	Emnid	pir	
2008-04-29	Emnid	spd	27.0
2008-04-29	Forsa	gru	10.0
2008-04-29	Forsa	cdu	38.0
2008-04-29	Forsa	afd	
2008-04-29	Forsa	lin	14.0
2008-04-29	Forsa	son	5.0
2008-04-29	Forsa	fdp	10.0
2008-04-29	Forsa	rep	
2008-04-29	Forsa	pir	
2008-04-29	Forsa	spd	23.0
2008-04-25	Infratestdimap	gru	11.0
2008-04-25	Infratestdimap	cdu	36.0
2008-04-25	Infratestdimap	afd	
2008-04-25	Infratestdimap	lin	12.0
2008-04-25	Infratestdimap	son	4.0
2008-04-25	Infratestdimap	fdp	10.0
2008-04-25	Infratestdimap	rep	
2008-04-25	Infratestdimap	pir	
2008-04-25	Infratestdimap	spd	27.0
2008-04-23	Emnid	gru	10.0
2008-04-23	Emnid	cdu	37.0
2008-04-23	Emnid	afd	
2008-04-23	Emnid	lin	13.0
2008-04-23	Emnid	son	3.0
2008-04-23	Emnid	fdp	11.0
2008-04-23	Emnid	rep	
2008-04-23	Emnid	pir	
2008-04-23	Emnid	spd	26.0
2008-04-23	Forsa	gru	9.0
2008-04-23	Forsa	cdu	38.0
2008-04-23	Forsa	afd	
2008-04-23	Forsa	lin	14.0
2008-04-23	Forsa	son	5.0
2008-04-23	Forsa	fdp	10.0
2008-04-23	Forsa	rep	
2008-04-23	Forsa	pir	
2008-04-23	Forsa	spd	24.0
2008-04-23	GMS	gru	10.8
2008-04-23	GMS	cdu	39.2
2008-04-23	GMS	afd	
2008-04-23	GMS	lin	11.3
2008-04-23	GMS	son	2.7
2008-04-23	GMS	fdp	8.1
2008-04-23	GMS	rep	
2008-04-23	GMS	pir	
2008-04-23	GMS	spd	27.9
2008-04-22	Allensbach	gru	10.6
2008-04-22	Allensbach	cdu	36.4
2008-04-22	Allensbach	afd	
2008-04-22	Allensbach	lin	11.7
2008-04-22	Allensbach	son	3.5
2008-04-22	Allensbach	fdp	11.0
2008-04-22	Allensbach	rep	
2008-04-22	Allensbach	pir	
2008-04-22	Allensbach	spd	26.8
2008-04-18	FGW	gru	9.0
2008-04-18	FGW	cdu	42.0
2008-04-18	FGW	afd	
2008-04-18	FGW	lin	11.0
2008-04-18	FGW	son	
2008-04-18	FGW	fdp	7.0
2008-04-18	FGW	rep	
2008-04-18	FGW	pir	
2008-04-18	FGW	spd	27.0
2008-04-16	Forsa	gru	9.0
2008-04-16	Forsa	cdu	38.0
2008-04-16	Forsa	afd	
2008-04-16	Forsa	lin	14.0
2008-04-16	Forsa	son	4.0
2008-04-16	Forsa	fdp	11.0
2008-04-16	Forsa	rep	
2008-04-16	Forsa	pir	
2008-04-16	Forsa	spd	24.0
2008-04-15	Emnid	gru	10.0
2008-04-15	Emnid	cdu	37.0
2008-04-15	Emnid	afd	
2008-04-15	Emnid	lin	13.0
2008-04-15	Emnid	son	4.0
2008-04-15	Emnid	fdp	10.0
2008-04-15	Emnid	rep	
2008-04-15	Emnid	pir	
2008-04-15	Emnid	spd	26.0
2008-04-09	Forsa	gru	10.0
2008-04-09	Forsa	cdu	38.0
2008-04-09	Forsa	afd	
2008-04-09	Forsa	lin	13.0
2008-04-09	Forsa	son	4.0
2008-04-09	Forsa	fdp	11.0
2008-04-09	Forsa	rep	
2008-04-09	Forsa	pir	
2008-04-09	Forsa	spd	24.0
2008-04-08	Emnid	gru	10.0
2008-04-08	Emnid	cdu	36.0
2008-04-08	Emnid	afd	
2008-04-08	Emnid	lin	13.0
2008-04-08	Emnid	son	3.0
2008-04-08	Emnid	fdp	11.0
2008-04-08	Emnid	rep	
2008-04-08	Emnid	pir	
2008-04-08	Emnid	spd	27.0
2008-04-04	FGW	gru	10.0
2008-04-04	FGW	cdu	38.0
2008-04-04	FGW	afd	
2008-04-04	FGW	lin	12.0
2008-04-04	FGW	son	
2008-04-04	FGW	fdp	10.0
2008-04-04	FGW	rep	
2008-04-04	FGW	pir	
2008-04-04	FGW	spd	29.0
2008-04-03	Infratestdimap	gru	11.0
2008-04-03	Infratestdimap	cdu	37.0
2008-04-03	Infratestdimap	afd	
2008-04-03	Infratestdimap	lin	12.0
2008-04-03	Infratestdimap	son	4.0
2008-04-03	Infratestdimap	fdp	10.0
2008-04-03	Infratestdimap	rep	
2008-04-03	Infratestdimap	pir	
2008-04-03	Infratestdimap	spd	26.0
2008-04-02	Emnid	gru	11.0
2008-04-02	Emnid	cdu	36.0
2008-04-02	Emnid	afd	
2008-04-02	Emnid	lin	13.0
2008-04-02	Emnid	son	3.0
2008-04-02	Emnid	fdp	11.0
2008-04-02	Emnid	rep	
2008-04-02	Emnid	pir	
2008-04-02	Emnid	spd	26.0
2008-04-02	Forsa	gru	10.0
2008-04-02	Forsa	cdu	38.0
2008-04-02	Forsa	afd	
2008-04-02	Forsa	lin	14.0
2008-04-02	Forsa	son	4.0
2008-04-02	Forsa	fdp	11.0
2008-04-02	Forsa	rep	
2008-04-02	Forsa	pir	
2008-04-02	Forsa	spd	23.0
2008-03-28	GMS	gru	9.6
2008-03-28	GMS	cdu	38.1
2008-03-28	GMS	afd	
2008-03-28	GMS	lin	11.4
2008-03-28	GMS	son	1.4
2008-03-28	GMS	fdp	11.6
2008-03-28	GMS	rep	
2008-03-28	GMS	pir	
2008-03-28	GMS	spd	27.9
2008-03-26	Emnid	gru	11.0
2008-03-26	Emnid	cdu	37.0
2008-03-26	Emnid	afd	
2008-03-26	Emnid	lin	14.0
2008-03-26	Emnid	son	3.0
2008-03-26	Emnid	fdp	10.0
2008-03-26	Emnid	rep	
2008-03-26	Emnid	pir	
2008-03-26	Emnid	spd	25.0
2008-03-26	Forsa	gru	11.0
2008-03-26	Forsa	cdu	38.0
2008-03-26	Forsa	afd	
2008-03-26	Forsa	lin	14.0
2008-03-26	Forsa	son	4.0
2008-03-26	Forsa	fdp	11.0
2008-03-26	Forsa	rep	
2008-03-26	Forsa	pir	
2008-03-26	Forsa	spd	22.0
2008-03-20	Infratestdimap	gru	11.0
2008-03-20	Infratestdimap	cdu	38.0
2008-03-20	Infratestdimap	afd	
2008-03-20	Infratestdimap	lin	12.0
2008-03-20	Infratestdimap	son	3.0
2008-03-20	Infratestdimap	fdp	9.0
2008-03-20	Infratestdimap	rep	
2008-03-20	Infratestdimap	pir	
2008-03-20	Infratestdimap	spd	27.0
2008-03-19	Emnid	gru	10.0
2008-03-19	Emnid	cdu	37.0
2008-03-19	Emnid	afd	
2008-03-19	Emnid	lin	14.0
2008-03-19	Emnid	son	4.0
2008-03-19	Emnid	fdp	10.0
2008-03-19	Emnid	rep	
2008-03-19	Emnid	pir	
2008-03-19	Emnid	spd	25.0
2008-03-18	Forsa	gru	11.0
2008-03-18	Forsa	cdu	37.0
2008-03-18	Forsa	afd	
2008-03-18	Forsa	lin	14.0
2008-03-18	Forsa	son	5.0
2008-03-18	Forsa	fdp	11.0
2008-03-18	Forsa	rep	
2008-03-18	Forsa	pir	
2008-03-18	Forsa	spd	22.0
2008-03-18	Allensbach	gru	9.9
2008-03-18	Allensbach	cdu	36.0
2008-03-18	Allensbach	afd	
2008-03-18	Allensbach	lin	12.2
2008-03-18	Allensbach	son	3.6
2008-03-18	Allensbach	fdp	10.8
2008-03-18	Allensbach	rep	
2008-03-18	Allensbach	pir	
2008-03-18	Allensbach	spd	27.5
2008-03-14	FGW	gru	11.0
2008-03-14	FGW	cdu	40.0
2008-03-14	FGW	afd	
2008-03-14	FGW	lin	8.0
2008-03-14	FGW	son	
2008-03-14	FGW	fdp	8.0
2008-03-14	FGW	rep	
2008-03-14	FGW	pir	
2008-03-14	FGW	spd	29.0
2008-03-12	Forsa	gru	11.0
2008-03-12	Forsa	cdu	38.0
2008-03-12	Forsa	afd	
2008-03-12	Forsa	lin	14.0
2008-03-12	Forsa	son	4.0
2008-03-12	Forsa	fdp	10.0
2008-03-12	Forsa	rep	
2008-03-12	Forsa	pir	
2008-03-12	Forsa	spd	23.0
2008-03-11	Emnid	gru	10.0
2008-03-11	Emnid	cdu	37.0
2008-03-11	Emnid	afd	
2008-03-11	Emnid	lin	13.0
2008-03-11	Emnid	son	4.0
2008-03-11	Emnid	fdp	9.0
2008-03-11	Emnid	rep	
2008-03-11	Emnid	pir	
2008-03-11	Emnid	spd	27.0
2008-03-06	Infratestdimap	gru	10.0
2008-03-06	Infratestdimap	cdu	39.0
2008-03-06	Infratestdimap	afd	
2008-03-06	Infratestdimap	lin	12.0
2008-03-06	Infratestdimap	son	3.0
2008-03-06	Infratestdimap	fdp	8.0
2008-03-06	Infratestdimap	rep	
2008-03-06	Infratestdimap	pir	
2008-03-06	Infratestdimap	spd	28.0
2008-03-05	Forsa	gru	10.0
2008-03-05	Forsa	cdu	38.0
2008-03-05	Forsa	afd	
2008-03-05	Forsa	lin	14.0
2008-03-05	Forsa	son	4.0
2008-03-05	Forsa	fdp	10.0
2008-03-05	Forsa	rep	
2008-03-05	Forsa	pir	
2008-03-05	Forsa	spd	24.0
2008-03-04	Emnid	gru	9.0
2008-03-04	Emnid	cdu	37.0
2008-03-04	Emnid	afd	
2008-03-04	Emnid	lin	14.0
2008-03-04	Emnid	son	3.0
2008-03-04	Emnid	fdp	9.0
2008-03-04	Emnid	rep	
2008-03-04	Emnid	pir	
2008-03-04	Emnid	spd	28.0
2008-03-02	Emnid	gru	9.0
2008-03-02	Emnid	cdu	36.0
2008-03-02	Emnid	afd	
2008-03-02	Emnid	lin	14.0
2008-03-02	Emnid	son	4.0
2008-03-02	Emnid	fdp	10.0
2008-03-02	Emnid	rep	
2008-03-02	Emnid	pir	
2008-03-02	Emnid	spd	27.0
2008-03-01	Infratestdimap	gru	9.0
2008-03-01	Infratestdimap	cdu	38.0
2008-03-01	Infratestdimap	afd	
2008-03-01	Infratestdimap	lin	12.0
2008-03-01	Infratestdimap	son	3.0
2008-03-01	Infratestdimap	fdp	9.0
2008-03-01	Infratestdimap	rep	
2008-03-01	Infratestdimap	pir	
2008-03-01	Infratestdimap	spd	29.0
2008-02-29	FGW	gru	8.0
2008-02-29	FGW	cdu	40.0
2008-02-29	FGW	afd	
2008-02-29	FGW	lin	10.0
2008-02-29	FGW	son	
2008-02-29	FGW	fdp	9.0
2008-02-29	FGW	rep	
2008-02-29	FGW	pir	
2008-02-29	FGW	spd	30.0
2008-02-27	Forsa	gru	9.0
2008-02-27	Forsa	cdu	36.0
2008-02-27	Forsa	afd	
2008-02-27	Forsa	lin	12.0
2008-02-27	Forsa	son	5.0
2008-02-27	Forsa	fdp	10.0
2008-02-27	Forsa	rep	
2008-02-27	Forsa	pir	
2008-02-27	Forsa	spd	28.0
2008-02-26	Emnid	gru	10.0
2008-02-26	Emnid	cdu	36.0
2008-02-26	Emnid	afd	
2008-02-26	Emnid	lin	13.0
2008-02-26	Emnid	son	4.0
2008-02-26	Emnid	fdp	10.0
2008-02-26	Emnid	rep	
2008-02-26	Emnid	pir	
2008-02-26	Emnid	spd	27.0
2008-02-22	Infratestdimap	gru	9.0
2008-02-22	Infratestdimap	cdu	37.0
2008-02-22	Infratestdimap	afd	
2008-02-22	Infratestdimap	lin	12.0
2008-02-22	Infratestdimap	son	3.0
2008-02-22	Infratestdimap	fdp	10.0
2008-02-22	Infratestdimap	rep	
2008-02-22	Infratestdimap	pir	
2008-02-22	Infratestdimap	spd	29.0
2008-02-20	Forsa	gru	9.0
2008-02-20	Forsa	cdu	35.0
2008-02-20	Forsa	afd	
2008-02-20	Forsa	lin	13.0
2008-02-20	Forsa	son	5.0
2008-02-20	Forsa	fdp	9.0
2008-02-20	Forsa	rep	
2008-02-20	Forsa	pir	
2008-02-20	Forsa	spd	29.0
2008-02-19	Emnid	gru	9.0
2008-02-19	Emnid	cdu	36.0
2008-02-19	Emnid	afd	
2008-02-19	Emnid	lin	12.0
2008-02-19	Emnid	son	4.0
2008-02-19	Emnid	fdp	11.0
2008-02-19	Emnid	rep	
2008-02-19	Emnid	pir	
2008-02-19	Emnid	spd	28.0
2008-02-19	GMS	gru	9.4
2008-02-19	GMS	cdu	36.0
2008-02-19	GMS	afd	
2008-02-19	GMS	lin	11.8
2008-02-19	GMS	son	3.9
2008-02-19	GMS	fdp	10.3
2008-02-19	GMS	rep	
2008-02-19	GMS	pir	
2008-02-19	GMS	spd	28.6
2008-02-19	Allensbach	gru	8.9
2008-02-19	Allensbach	cdu	34.8
2008-02-19	Allensbach	afd	
2008-02-19	Allensbach	lin	11.8
2008-02-19	Allensbach	son	4.4
2008-02-19	Allensbach	fdp	11.8
2008-02-19	Allensbach	rep	
2008-02-19	Allensbach	pir	
2008-02-19	Allensbach	spd	28.3
2008-02-13	Forsa	gru	9.0
2008-02-13	Forsa	cdu	36.0
2008-02-13	Forsa	afd	
2008-02-13	Forsa	lin	13.0
2008-02-13	Forsa	son	5.0
2008-02-13	Forsa	fdp	10.0
2008-02-13	Forsa	rep	
2008-02-13	Forsa	pir	
2008-02-13	Forsa	spd	27.0
2008-02-12	Emnid	gru	9.0
2008-02-12	Emnid	cdu	35.0
2008-02-12	Emnid	afd	
2008-02-12	Emnid	lin	13.0
2008-02-12	Emnid	son	4.0
2008-02-12	Emnid	fdp	10.0
2008-02-12	Emnid	rep	
2008-02-12	Emnid	pir	
2008-02-12	Emnid	spd	29.0
2008-02-08	FGW	gru	8.0
2008-02-08	FGW	cdu	43.0
2008-02-08	FGW	afd	
2008-02-08	FGW	lin	9.0
2008-02-08	FGW	son	
2008-02-08	FGW	fdp	7.0
2008-02-08	FGW	rep	
2008-02-08	FGW	pir	
2008-02-08	FGW	spd	31.0
2008-02-07	Infratestdimap	gru	9.0
2008-02-07	Infratestdimap	cdu	38.0
2008-02-07	Infratestdimap	afd	
2008-02-07	Infratestdimap	lin	11.0
2008-02-07	Infratestdimap	son	3.0
2008-02-07	Infratestdimap	fdp	9.0
2008-02-07	Infratestdimap	rep	
2008-02-07	Infratestdimap	pir	
2008-02-07	Infratestdimap	spd	30.0
2008-02-05	Emnid	gru	9.0
2008-02-05	Emnid	cdu	35.0
2008-02-05	Emnid	afd	
2008-02-05	Emnid	lin	13.0
2008-02-05	Emnid	son	3.0
2008-02-05	Emnid	fdp	10.0
2008-02-05	Emnid	rep	
2008-02-05	Emnid	pir	
2008-02-05	Emnid	spd	30.0
2008-02-02	Forsa	gru	10.0
2008-02-02	Forsa	cdu	35.0
2008-02-02	Forsa	afd	
2008-02-02	Forsa	lin	14.0
2008-02-02	Forsa	son	5.0
2008-02-02	Forsa	fdp	11.0
2008-02-02	Forsa	rep	
2008-02-02	Forsa	pir	
2008-02-02	Forsa	spd	25.0
2008-01-30	Forsa	gru	8.0
2008-01-30	Forsa	cdu	39.0
2008-01-30	Forsa	afd	
2008-01-30	Forsa	lin	12.0
2008-01-30	Forsa	son	5.0
2008-01-30	Forsa	fdp	9.0
2008-01-30	Forsa	rep	
2008-01-30	Forsa	pir	
2008-01-30	Forsa	spd	27.0
2008-01-29	Emnid	gru	10.0
2008-01-29	Emnid	cdu	36.0
2008-01-29	Emnid	afd	
2008-01-29	Emnid	lin	11.0
2008-01-29	Emnid	son	3.0
2008-01-29	Emnid	fdp	10.0
2008-01-29	Emnid	rep	
2008-01-29	Emnid	pir	
2008-01-29	Emnid	spd	30.0
2008-01-24	Infratestdimap	gru	9.0
2008-01-24	Infratestdimap	cdu	39.0
2008-01-24	Infratestdimap	afd	
2008-01-24	Infratestdimap	lin	10.0
2008-01-24	Infratestdimap	son	3.0
2008-01-24	Infratestdimap	fdp	9.0
2008-01-24	Infratestdimap	rep	
2008-01-24	Infratestdimap	pir	
2008-01-24	Infratestdimap	spd	30.0
2008-01-23	Forsa	gru	8.0
2008-01-23	Forsa	cdu	38.0
2008-01-23	Forsa	afd	
2008-01-23	Forsa	lin	11.0
2008-01-23	Forsa	son	5.0
2008-01-23	Forsa	fdp	10.0
2008-01-23	Forsa	rep	
2008-01-23	Forsa	pir	
2008-01-23	Forsa	spd	28.0
2008-01-22	Emnid	gru	10.0
2008-01-22	Emnid	cdu	37.0
2008-01-22	Emnid	afd	
2008-01-22	Emnid	lin	11.0
2008-01-22	Emnid	son	4.0
2008-01-22	Emnid	fdp	10.0
2008-01-22	Emnid	rep	
2008-01-22	Emnid	pir	
2008-01-22	Emnid	spd	28.0
2008-01-22	GMS	gru	9.7
2008-01-22	GMS	cdu	39.2
2008-01-22	GMS	afd	
2008-01-22	GMS	lin	9.7
2008-01-22	GMS	son	3.2
2008-01-22	GMS	fdp	9.2
2008-01-22	GMS	rep	
2008-01-22	GMS	pir	
2008-01-22	GMS	spd	29.0
2008-01-22	Allensbach	gru	9.3
2008-01-22	Allensbach	cdu	37.0
2008-01-22	Allensbach	afd	
2008-01-22	Allensbach	lin	9.8
2008-01-22	Allensbach	son	3.8
2008-01-22	Allensbach	fdp	11.1
2008-01-22	Allensbach	rep	
2008-01-22	Allensbach	pir	
2008-01-22	Allensbach	spd	29.0
2008-01-16	Emnid	gru	10.0
2008-01-16	Emnid	cdu	38.0
2008-01-16	Emnid	afd	
2008-01-16	Emnid	lin	11.0
2008-01-16	Emnid	son	4.0
2008-01-16	Emnid	fdp	9.0
2008-01-16	Emnid	rep	
2008-01-16	Emnid	pir	
2008-01-16	Emnid	spd	28.0
2008-01-15	Forsa	gru	9.0
2008-01-15	Forsa	cdu	37.0
2008-01-15	Forsa	afd	
2008-01-15	Forsa	lin	12.0
2008-01-15	Forsa	son	4.0
2008-01-15	Forsa	fdp	11.0
2008-01-15	Forsa	rep	
2008-01-15	Forsa	pir	
2008-01-15	Forsa	spd	27.0
2008-01-11	FGW	gru	7.0
2008-01-11	FGW	cdu	45.0
2008-01-11	FGW	afd	
2008-01-11	FGW	lin	8.0
2008-01-11	FGW	son	
2008-01-11	FGW	fdp	6.0
2008-01-11	FGW	rep	
2008-01-11	FGW	pir	
2008-01-11	FGW	spd	29.0
2008-01-10	Infratestdimap	gru	9.0
2008-01-10	Infratestdimap	cdu	39.0
2008-01-10	Infratestdimap	afd	
2008-01-10	Infratestdimap	lin	9.0
2008-01-10	Infratestdimap	son	4.0
2008-01-10	Infratestdimap	fdp	9.0
2008-01-10	Infratestdimap	rep	
2008-01-10	Infratestdimap	pir	
2008-01-10	Infratestdimap	spd	30.0
2008-01-09	Forsa	gru	9.0
2008-01-09	Forsa	cdu	37.0
2008-01-09	Forsa	afd	
2008-01-09	Forsa	lin	11.0
2008-01-09	Forsa	son	5.0
2008-01-09	Forsa	fdp	11.0
2008-01-09	Forsa	rep	
2008-01-09	Forsa	pir	
2008-01-09	Forsa	spd	27.0
2008-01-08	Emnid	gru	9.0
2008-01-08	Emnid	cdu	38.0
2008-01-08	Emnid	afd	
2008-01-08	Emnid	lin	11.0
2008-01-08	Emnid	son	4.0
2008-01-08	Emnid	fdp	10.0
2008-01-08	Emnid	rep	
2008-01-08	Emnid	pir	
2008-01-08	Emnid	spd	28.0
2007-12-26	Forsa	gru	10.0
2007-12-26	Forsa	cdu	38.0
2007-12-26	Forsa	afd	
2007-12-26	Forsa	lin	11.0
2007-12-26	Forsa	son	5.0
2007-12-26	Forsa	fdp	10.0
2007-12-26	Forsa	rep	
2007-12-26	Forsa	pir	
2007-12-26	Forsa	spd	26.0
2007-12-21	GMS	gru	10.1
2007-12-21	GMS	cdu	38.5
2007-12-21	GMS	afd	
2007-12-21	GMS	lin	10.4
2007-12-21	GMS	son	2.4
2007-12-21	GMS	fdp	10.2
2007-12-21	GMS	rep	
2007-12-21	GMS	pir	
2007-12-21	GMS	spd	28.4
2007-12-19	Forsa	gru	10.0
2007-12-19	Forsa	cdu	38.0
2007-12-19	Forsa	afd	
2007-12-19	Forsa	lin	11.0
2007-12-19	Forsa	son	5.0
2007-12-19	Forsa	fdp	10.0
2007-12-19	Forsa	rep	
2007-12-19	Forsa	pir	
2007-12-19	Forsa	spd	26.0
2007-12-18	Emnid	gru	10.0
2007-12-18	Emnid	cdu	38.0
2007-12-18	Emnid	afd	
2007-12-18	Emnid	lin	11.0
2007-12-18	Emnid	son	3.0
2007-12-18	Emnid	fdp	9.0
2007-12-18	Emnid	rep	
2007-12-18	Emnid	pir	
2007-12-18	Emnid	spd	29.0
2007-12-18	Allensbach	gru	9.5
2007-12-18	Allensbach	cdu	37.9
2007-12-18	Allensbach	afd	
2007-12-18	Allensbach	lin	10.6
2007-12-18	Allensbach	son	3.6
2007-12-18	Allensbach	fdp	10.4
2007-12-18	Allensbach	rep	
2007-12-18	Allensbach	pir	
2007-12-18	Allensbach	spd	28.0
2007-12-14	Infratestdimap	gru	9.0
2007-12-14	Infratestdimap	cdu	39.0
2007-12-14	Infratestdimap	afd	
2007-12-14	Infratestdimap	lin	10.0
2007-12-14	Infratestdimap	son	4.0
2007-12-14	Infratestdimap	fdp	10.0
2007-12-14	Infratestdimap	rep	
2007-12-14	Infratestdimap	pir	
2007-12-14	Infratestdimap	spd	28.0
2007-12-14	FGW	gru	8.0
2007-12-14	FGW	cdu	44.0
2007-12-14	FGW	afd	
2007-12-14	FGW	lin	7.0
2007-12-14	FGW	son	
2007-12-14	FGW	fdp	7.0
2007-12-14	FGW	rep	
2007-12-14	FGW	pir	
2007-12-14	FGW	spd	32.0
2007-12-12	Forsa	gru	9.0
2007-12-12	Forsa	cdu	39.0
2007-12-12	Forsa	afd	
2007-12-12	Forsa	lin	11.0
2007-12-12	Forsa	son	5.0
2007-12-12	Forsa	fdp	10.0
2007-12-12	Forsa	rep	
2007-12-12	Forsa	pir	
2007-12-12	Forsa	spd	26.0
2007-12-11	Emnid	gru	9.0
2007-12-11	Emnid	cdu	38.0
2007-12-11	Emnid	afd	
2007-12-11	Emnid	lin	12.0
2007-12-11	Emnid	son	4.0
2007-12-11	Emnid	fdp	8.0
2007-12-11	Emnid	rep	
2007-12-11	Emnid	pir	
2007-12-11	Emnid	spd	29.0
2007-12-06	Infratestdimap	gru	9.0
2007-12-06	Infratestdimap	cdu	40.0
2007-12-06	Infratestdimap	afd	
2007-12-06	Infratestdimap	lin	11.0
2007-12-06	Infratestdimap	son	3.0
2007-12-06	Infratestdimap	fdp	9.0
2007-12-06	Infratestdimap	rep	
2007-12-06	Infratestdimap	pir	
2007-12-06	Infratestdimap	spd	28.0
2007-12-05	Forsa	gru	9.0
2007-12-05	Forsa	cdu	39.0
2007-12-05	Forsa	afd	
2007-12-05	Forsa	lin	10.0
2007-12-05	Forsa	son	5.0
2007-12-05	Forsa	fdp	10.0
2007-12-05	Forsa	rep	
2007-12-05	Forsa	pir	
2007-12-05	Forsa	spd	27.0
2007-12-04	Emnid	gru	10.0
2007-12-04	Emnid	cdu	37.0
2007-12-04	Emnid	afd	
2007-12-04	Emnid	lin	12.0
2007-12-04	Emnid	son	4.0
2007-12-04	Emnid	fdp	10.0
2007-12-04	Emnid	rep	
2007-12-04	Emnid	pir	
2007-12-04	Emnid	spd	27.0
2007-11-28	Forsa	gru	8.0
2007-11-28	Forsa	cdu	39.0
2007-11-28	Forsa	afd	
2007-11-28	Forsa	lin	12.0
2007-11-28	Forsa	son	5.0
2007-11-28	Forsa	fdp	10.0
2007-11-28	Forsa	rep	
2007-11-28	Forsa	pir	
2007-11-28	Forsa	spd	26.0
2007-11-27	Emnid	gru	10.0
2007-11-27	Emnid	cdu	37.0
2007-11-27	Emnid	afd	
2007-11-27	Emnid	lin	12.0
2007-11-27	Emnid	son	4.0
